Record,Record Type,Date,Modifier,Change Type,Changed Field,Old Value,New Value
FAM - Asset Summary Report (sc),Script,5/2/2017 8:27 am,Beverly Ucab,Change,Description,Suitelet page for the generation of the Asset Summary report.,Suitelet page for the generation of the Asset Summary report..
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4316" target="_self" class="dottedlink">Field Types List</a>,Field,5/23/2017 5:07 am,Carlos Banawan,Set,Description,&nbsp;,Custom record fields of List/Record Type that source all field types
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4316" target="_self" class="dottedlink">Field Types List</a>,Field,5/23/2017 5:07 am,Carlos Banawan,Set,Help,&nbsp;,Custom record fields of List/Record Type that source all field types
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4210" target="_self" class="dottedlink">File</a>,Field,5/23/2017 5:23 am,Carlos Banawan,Set,Help,&nbsp;,The FLO Spider file document
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4210" target="_self" class="dottedlink">File</a>,Field,5/23/2017 5:23 am,Carlos Banawan,Set,Description,&nbsp;,The FLO Spider file document
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4248" target="_self" class="dottedlink">File Content Hash</a>,Field,5/23/2017 3:18 am,Carlos Banawan,Set,Help,&nbsp;,This is the hash of the file content of the Searches customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4248" target="_self" class="dottedlink">File Content Hash</a>,Field,5/23/2017 3:18 am,Carlos Banawan,Set,Description,&nbsp;,This is the hash of the file content of the Searches customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4382" target="_self" class="dottedlink">File Index</a>,Field,5/16/2017 11:37 am,Beverly Ucab,Create,Record,&nbsp;,CUSTSCRIPT_FLO_NEG_FILE_LAST_INDEX
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Name,&nbsp;,FLO 2.0 Spider Scheduler
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_SPIDER_2_SCHEDULER
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Notify User,&nbsp;,F
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Notify Owner,&nbsp;,T
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Script File,&nbsp;,FLOSpiderTwoDotZeroScheduler.js
FLO 2.0 Spider Scheduler,Script,4/26/2017 3:22 am,Beverly Ucab,Set,Inactive,&nbsp;,F
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Name,&nbsp;,Add Tab Impact Analysis Field
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Notify Owner,&nbsp;,T
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Inactive,&nbsp;,F
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_IMPACT_ANALYSIS_FIELD
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Script File,&nbsp;,impactAnalysisFields.js
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Before Load Function,&nbsp;,addTabSource
FLO Add Tab Impact Analysis Field,Script,6/22/2017 5:54 am,Beverly Ucab,Set,Notify User,&nbsp;,F
FLO Add Tab Impact Analysis Field,Script,6/22/2017 8:38 am,Beverly Ucab,Change,Name,Add Tab Impact Analysis Field,FLO Add Tab Impact Analysis Field
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=398" target="_self" class="dottedlink">FLO Audit Sample</a>,Record Type,6/19/2017 7:49 am,Dev One,Create,Record,&nbsp;,398
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=399" target="_self" class="dottedlink">FLO Audit Status</a>,Record Type,6/19/2017 7:49 am,Dev One,Create,Record,&nbsp;,399
FLO Auto Archive - OD,Script Deployment,5/31/2017 11:03 pm,Beverly Ucab,Change,Log Level,Debug,Audit
FLO Auto Spider (realtime),Script Deployment,4/25/2017 10:52 am,Beverly Ucab,Change,Log Level,Audit,Debug
FLO Auto Spider (realtime),Script Deployment,4/25/2017 11:20 am,Beverly Ucab,Change,Log Level,Debug,Audit
FLO Auto Spider (realtime),Script Deployment,4/25/2017 11:22 am,Beverly Ucab,Change,Log Level,Audit,Debug
FLO Auto Spider (realtime),Script Deployment,4/25/2017 11:25 am,Beverly Ucab,Change,Log Level,Debug,Audit
FLO Auto Spider (realtime),Script Deployment,5/2/2017 10:42 am,John Albura,Change,Deployed,T,F
FLO Auto Spider (realtime),Script Deployment,5/2/2017 10:45 am,John Albura,Change,Deployed,F,T
FLO Auto Spider (realtime),Script Deployment,5/2/2017 11:02 am,John Albura,Change,Log Level,Audit,Debug
FLO Auto Spider (realtime),Script Deployment,5/3/2017 5:23 am,John Albura,Change,Log Level,Debug,Audit
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Inactive,&nbsp;,F
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_BOM_SPIDER
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Name,&nbsp;,FLO Bill of Materials Spider
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Owner,&nbsp;,Dev One
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Description,&nbsp;,FLOBillofMaterial - Use this search to get the list:<span class="Apple-converted-space">&nbsp;</span><a href="https://system.na1.netsuite.com/app/common/search/searchresults.nl?searchid=1951&amp;saverun=T&amp;whence=" class="">https://system.na1.netsuite.com/app/common/search/searchresults.nl?searchid=1951&amp;saverun=T&amp;whence=</a><span class="Apple-converted-space">&nbsp;</span>- Create a customization for each bill of materials and set name, internalid, description, owner default user, type = Bill of Materials,...
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Notify Owner,&nbsp;,T
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Notify All Admins,&nbsp;,F
FLO Bill of Materials Spider,Script,6/12/2017 1:45 pm,Dev One,Set,Script File,&nbsp;,FLOBillofMaterial.js
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Title,&nbsp;,FLO Bill of Materials Spider
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Log Level,&nbsp;,Audit
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Status,&nbsp;,Not Scheduled
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Run As Role,&nbsp;,Administrator
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Recurrence,&nbsp;,one time event on 6/12/2017
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,ID,&nbsp;,CUSTOMDEPLOY_FLO_BOM_SPIDER_DEP
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Queue,&nbsp;,1
FLO Bill of Materials Spider,Script Deployment,6/12/2017 1:45 pm,Dev One,Set,Deployed,&nbsp;,T
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Run As Role,&nbsp;,Administrator
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Status,&nbsp;,Testing
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Log Level,&nbsp;,Debug
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Title,&nbsp;,FLO build data with filter date Portlet 2
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,ID,&nbsp;,CUSTOMDEPLOY2
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Audience: All Roles,&nbsp;,T
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Available Without Login,&nbsp;,T
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Mobile Menu,&nbsp;,F
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Audience: All Partners,&nbsp;,T
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Audience: All Employees,&nbsp;,F
FLO build data with filter date Portlet 2,Script Deployment,6/26/2017 6:35 am,Fabian De leon,Set,Deployed,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Notify All Admins,&nbsp;,F
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Notify Owner,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Inactive,&nbsp;,F
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_GET_REST_CHANGE_REQUEST
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Default Function,&nbsp;,call_rest
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Owner,&nbsp;,Fabian De leon
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Script File,&nbsp;,FLOgetChangeRequestFromOtherAccount.js
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Notify User,&nbsp;,F
Flo call rest ChangeRequest Sync Tool,Script,6/1/2017 6:16 am,Fabian De leon,Set,Name,&nbsp;,Flo call rest ChangeRequest Sync Tool
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Run As Role,&nbsp;,Administrator
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Audience: All Partners,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Audience: All Employees,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Mobile Menu,&nbsp;,F
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Available Without Login,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Deployed,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,ID,&nbsp;,CUSTOMDEPLOY_CALL_REST
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Title,&nbsp;,Flo call rest ChangeRequest Sync Tool
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Log Level,&nbsp;,Debug
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Status,&nbsp;,Released
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/1/2017 6:16 am,Fabian De leon,Set,Audience: All Roles,&nbsp;,T
Flo call rest ChangeRequest Sync Tool,Script Deployment,6/2/2017 8:02 am,Fabian De leon,Change,Status,Released,Testing
FLO Capture System Notes Alert,Script,5/31/2017 11:44 pm,Beverly Ucab,Change,Log Level,Debug,Audit
FLO Capture System Notes Alert,Script,5/31/2017 11:44 pm,Beverly Ucab,Set,Run As Role,&nbsp;,Administrator
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Notify User,&nbsp;,F
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Script File,&nbsp;,FloChangeLogAudit.js
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Notify All Admins,&nbsp;,F
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Notify Owner,&nbsp;,T
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Inactive,&nbsp;,F
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_CHANGE_LOG_AUDIT
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Name,&nbsp;,FLO Change Log - Audit
FLO Change Log - Audit,Script,6/19/2017 10:56 am,Dev One,Set,Owner,&nbsp;,Dev One
FLO Change Log - Audit,Script,6/19/2017 11:21 am,Dev One,Set,Description,&nbsp;,FloChangeLogAudit
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Notify All Admins,&nbsp;,F
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Notify User,&nbsp;,F
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Script File,&nbsp;,FLOChangeLogBundleCRUpdate.js
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Notify Owner,&nbsp;,T
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Inactive,&nbsp;,F
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,ID,&nbsp;,CUSTOMSCRIPT_CHANGE_LOG_BUNDLE_CR_UPDATE
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Name,&nbsp;,FLO Change Log Bundle CR Update
FLO Change Log Bundle CR Update,Script,6/16/2017 5:04 am,Carlos Banawan,Set,Owner,&nbsp;,Carlos Banawan
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=397" target="_self" class="dottedlink">FLO Change Log Origin</a>,Record Type,6/16/2017 4:57 am,John Albura,Create,Record,&nbsp;,397
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_CHANGE_LOG_SYSTEM_NOTE
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Name,&nbsp;,FLO Change Log System Note Update
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Notify All Admins,&nbsp;,F
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Inactive,&nbsp;,F
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Owner,&nbsp;,Carlos Banawan
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Notify User,&nbsp;,F
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Script File,&nbsp;,FLOChangeLogSystemNoteUpdate.js
FLO Change Log System Note Update,Script,6/19/2017 8:42 am,Carlos Banawan,Set,Notify Owner,&nbsp;,T
FLO Change Manager Restricted,Role,6/21/2017 8:23 am,Leo Lacava,Create,Record,&nbsp;,1070
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Title,&nbsp;,FLO Change Overview
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,ID,&nbsp;,CUSTOMDEPLOY_FLO_CHANGE_OVERVIEW
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Deployed,&nbsp;,T
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Dashboard App,&nbsp;,F
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Log Level,&nbsp;,Audit
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Status,&nbsp;,Released
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Run As Role,&nbsp;,Administrator
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Audience: All Partners,&nbsp;,F
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Audience: All Employees,&nbsp;,F
FLO Change Overview,Script Deployment,6/21/2017 9:46 am,Leo Lacava,Set,Audience: All Roles,&nbsp;,F
FLO Change Overview,Script Deployment,6/21/2017 9:51 am,Leo Lacava,Set,Audience: Roles,&nbsp;,FLO Change Manager, FLO Change Manager Restricted
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Notify User,&nbsp;,F
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Script File,&nbsp;,FloChangeReqAudit.js
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Notify All Admins,&nbsp;,F
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Notify Owner,&nbsp;,T
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Inactive,&nbsp;,F
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_CHANGE_REQ_AUDIT
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Name,&nbsp;,FLO Change Request - Audit
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Description,&nbsp;,FloChangeReqAudit
FLO Change Request - Audit,Script,6/19/2017 12:37 pm,Dev One,Set,Owner,&nbsp;,Dev One
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,Owner,&nbsp;,Nicolas Cano
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,Name,&nbsp;,FLO Check PI Number
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,ID,&nbsp;,CUSTOMSCRIPT_FLO_CHECK_PI_NUMBER
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,Inactive,&nbsp;,F
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,Default Function,&nbsp;,FLOcheckPiNumber
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,Notify All Admins,&nbsp;,F
FLO Check PI Number,Script,5/10/2017 3:48 pm,Nicolas Cano,Set,Script File,&nbsp;,FLO-Check-Pi-Number.js
